flag0,flag1,normal0,normal1,exp0,expexp0,count0,count1,word0,word1,sig2,negsig3,when
true,false,1.072960,-2.571050,2.214154,20.013977,324,15,piyjbn,qqasxicusmz,5.9,9.72,2014-09-17T16:43:53Z
false,true,0.629342,-0.462797,151159044.859246,145.610329,763,88,mvqhyslfxo,bvvdftjgkhc,7.3,7.39,2014-09-17T16:44:53Z
true,true,-0.386023,0.119205,6.836973,5.162931,15,679,oaqgpbjfqkae,bifh,6.9,1.71,2014-09-17T16:45:53Z
true,true,0.072560,0.776027,6073.311773,6.746481,129,560,hwiahnrlxpzx,chnjzzqh,2.5,5.39,2014-09-17T16:46:53Z
false,true,0.737783,-0.000234,831.119772,5369338318867068094513152.000000,13040,623,dkj,ngqo,7.3,4.70,2014-09-17T16:47:53Z
false,true,0.238150,-1.786707,826532.479290,10386539.589744,1,654,mukefnxd,eaiif,9.6,-9.93,2014-09-17T16:48:53Z
false,false,0.760207,0.674142,177309588.976523,12287.152777,4671,902,kgrucpuvl,gabpifymj,2.8,-4.30,2014-09-17T16:49:53Z
false,false,-0.819463,0.664558,311176.272375,12874710260663036712584908457741335703576379392.000000,98,135,xpjzpwmr,euobi,8.3,-7.91,2014-09-17T16:50:53Z
true,true,-0.743867,2.707067,12.650339,45.541069,591,825,azwca,bdanwsjmetrl,2.1,3.72,2014-09-17T16:51:53Z
false,true,1.633917,1.092205,15.142937,12.003129,1352,503,ztmppndo,ltdtvrvdaxm,6.6,5.24,2014-09-17T16:52:53Z
true,false,0.354297,0.863383,380.205439,262710759440728.218750,268,998,byx,evztrbfmnu,0.6,2.48,2014-09-17T16:53:53Z
true,false,-0.129845,1.349454,40105.730818,48.704710,177,42,aeown,ogfwlvejnj,1.6,9.19,2014-09-17T16:54:53Z
false,false,-1.221772,0.072839,49.340215,209291131947473010688.000000,3717,275,epsijv,pbxzsmr,5.3,-3.47,2014-09-17T16:55:53Z
true,false,0.429395,1.478622,6086.017112,37148993643078417683323286627952210510569715710033920.000000,2,952,dywuvlvzfz,ucfnd,9.5,-9.41,2014-09-17T16:56:53Z
true,true,-0.421641,-1.305407,429.564790,24.332375,3,805,pciufz,lmvzxntluv,0.3,-8.03,2014-09-17T16:57:53Z
false,true,0.542953,0.037014,15516096.092163,19147.936275,7923,889,xtvzmw,atamvtryy,1.3,-5.83,2014-09-17T16:58:53Z
true,true,-0.980565,1.101841,7449167.389621,36159514609559251506002069645527351296.000000,193,830,bmwcx,lejwvownwb,0.0,9.79,2014-09-17T16:59:53Z
false,false,-0.197534,-0.174130,2.468790,214582.595902,139,12,gpfyffyx,vtwdcrxguoqy,3.9,5.39,2014-09-17T17:00:53Z
false,false,-0.567292,-1.127216,2361922.791222,74252.528713,2573,855,ecyadgc,aisnokhe,4.1,7.54,2014-09-17T17:01:53Z
true,false,-2.974883,-0.093046,7838184.077217,3639204334.985030,232,19,nalodpz,cbkraimphoc,3.7,2.06,2014-09-17T17:02:53Z
true,false,0.429024,1.590476,72502.327441,97.697366,15,841,oju,nmueg,9.1,-1.24,2014-09-17T17:03:53Z
true,true,-0.688390,1.418086,10.936505,9.227647,13,431,egzeqsyq,rggwwk,8.3,6.54,2014-09-17T17:04:53Z
true,false,0.897643,0.125450,4.591796,72.298178,391,924,ukyej,dhvzrcuozn,8.1,-6.23,2014-09-17T17:05:53Z
false,false,2.847353,-0.629915,108.952340,1705.996207,45,312,kzdzhkg,trmzifk,5.6,5.22,2014-09-17T17:06:53Z
false,false,-0.083953,0.203701,9085064.462559,3.351977,286,650,qpn,baombjnvv,2.5,-6.62,2014-09-17T17:07:53Z
false,false,-0.704687,1.036250,42.869401,4216.180667,27,433,snoywerqy,yzwghoyqerc,8.0,9.97,2014-09-17T17:08:53Z
false,false,1.441299,2.028997,23.521511,235628713431020404736.000000,57047,943,tnlowvfaimn,krmefbzbl,5.4,7.09,2014-09-17T17:09:53Z
true,true,-1.306455,-1.599953,4.407660,621149643012579686206144512.000000,486,826,pjeflgrfakpo,zbry,1.2,3.67,2014-09-17T17:10:53Z
false,true,-0.112115,-0.346941,23424608.169307,2429436010364232234765982401890717301816012805480185130385408.000000,180,332,quneu,isavv,8.8,-2.66,2014-09-17T17:11:53Z
false,false,-0.620094,0.126504,925158.483199,860.306710,770,511,zewaxg,fjtagj,7.8,7.72,2014-09-17T17:12:53Z
false,true,0.308446,-0.859668,91754635.057988,141.574269,2908,928,nsojtkmkgxc,ogwrznxethu,4.1,7.66,2014-09-17T17:13:53Z
false,false,0.004904,0.558255,212182.537650,4.554324,2631,484,omwlqcsns,ojoyw,8.1,5.53,2014-09-17T17:14:53Z
false,true,-2.991699,-1.907509,97063248.150568,13846364.033059,44,135,gxmmiakruap,legfdufbn,5.4,0.26,2014-09-17T17:15:53Z
true,false,2.151671,-0.021696,218.853179,6.670749,31003,292,wavcpwhsgiy,klicauc,6.1,5.43,2014-09-17T17:16:53Z
true,true,-1.294179,0.852844,1.171740,5.592526,39143,279,bihvvrp,sbc,9.1,-5.58,2014-09-17T17:17:53Z
false,false,-0.563140,-0.642851,25.993620,912235512010447293216122107494820304046777588244283392.000000,2869,86,nmfkilslqnde,fjc,7.9,-6.75,2014-09-17T17:18:53Z
false,true,-0.400088,-1.505102,11732883.375958,550.926368,948,470,bomyovyprx,sxzbzkjauc,6.5,5.44,2014-09-17T17:19:53Z
false,true,0.726666,-1.346578,12166.416356,287794685797003371863260390770923239169485346701312.000000,204,18,bpfnjcrxz,ota,3.1,3.92,2014-09-17T17:20:53Z
true,true,-0.493581,-1.446851,31853.857352,797408793.385534,45662,920,goggwn,pgaz,3.4,-1.80,2014-09-17T17:21:53Z
true,false,0.070409,0.783643,661.623118,87413103088009648.000000,6,566,wjgkqbqjge,etzsfylnjzw,2.2,2.21,2014-09-17T17:22:53Z
false,false,-1.626244,1.611231,27269360.501553,3.191207,17,474,nmtjpesvh,owlgnruudf,6.1,-3.23,2014-09-17T17:23:53Z
false,false,-0.204087,-0.579087,2068272.478512,3.239996,1,558,wmpvcb,bzmawcrkx,6.9,4.78,2014-09-17T17:24:53Z
false,false,-0.077644,-0.817350,4550.030491,9.361400,468,874,hvz,aqcwrhbgt,4.6,9.02,2014-09-17T17:25:53Z
false,false,0.340743,1.488820,2393.488796,67.839749,2,723,cjvifpfiz,epjhtkkkh,5.1,-6.46,2014-09-17T17:26:53Z
false,true,0.257313,-0.693139,2535177.754192,4686531056953953580285449954072738924593152.000000,12451,832,mpkfrri,mrehphfjd,5.6,4.33,2014-09-17T17:27:53Z
true,true,-2.354382,-1.771105,77.845191,15785231260.524399,5817,691,fuqj,tiqrmc,4.8,-3.07,2014-09-17T17:28:53Z
false,true,-1.774035,-1.667753,3396.674704,3.447669,5,567,faxsyme,hfp,4.2,-4.16,2014-09-17T17:29:53Z
true,true,-0.384332,0.037762,4512485.062169,2519250213042395063717371631745947421129856725811200.000000,2811,963,wagsnwgiyah,ohla,9.4,5.96,2014-09-17T17:30:53Z
true,false,-1.004565,0.261655,23.076090,2777929633069679.000000,8,770,sshngncbtw,iyqr,6.6,9.69,2014-09-17T17:31:53Z
true,true,-0.382333,-1.768296,37109087.029645,4.230106,1085,975,tjkcifp,klvpu,1.8,-3.36,2014-09-17T17:32:53Z
true,false,-0.676661,1.019302,5181817.797689,7694453978362977280.000000,2,146,axr,caceqdvua,3.4,-9.92,2014-09-17T17:33:53Z
true,false,-0.004308,-0.214672,71386559.037084,16.852316,62619,667,nciionr,eisqbkkefb,7.5,0.10,2014-09-17T17:34:53Z
false,false,-0.177747,-1.112701,2.325208,33.314025,1,32,avnxzf,rqzs,4.3,9.65,2014-09-17T17:35:53Z
false,false,0.139348,-1.168823,61754465.757823,646155.939255,2,427,wbptwak,dhggedpduf,1.6,8.81,2014-09-17T17:36:53Z
false,true,0.331288,-0.655642,69.070638,3.009841,52364,158,ynxrjkjkiyl,znbxcb,0.3,3.51,2014-09-17T17:37:53Z
true,false,-1.229801,0.197160,131.821939,2962.699892,197,143,geswplp,brd,5.5,8.68,2014-09-17T17:38:53Z
true,true,0.155250,-1.053330,50.909191,6.489761,3,116,hyok,otuwsjdrz,6.8,-8.45,2014-09-17T17:39:53Z
true,false,0.461089,-0.861793,1878.066996,81461501385053378183168.000000,62,477,kfwzs,bxmuxdfj,0.6,0.02,2014-09-17T17:40:53Z
false,false,0.571437,-0.821767,45714173.861047,959.423747,27483,459,gjtbnvjz,rma,5.4,-5.18,2014-09-17T17:41:53Z
true,false,1.335513,1.451448,3.947168,1149290045045294513272644830232576.000000,3,951,gqxk,sknepfkton,9.6,-7.38,2014-09-17T17:42:53Z
true,false,-1.189339,-0.375949,459470209.491081,495085560.739083,201,813,tsfwpujam,udombj,8.7,-0.45,2014-09-17T17:43:53Z
false,false,1.333274,0.972237,812.014255,1015681.083364,6,362,igz,zuhvg,4.6,-7.99,2014-09-17T17:44:53Z
true,true,0.039092,-0.906246,3.418920,24761460700698404.000000,24641,727,zvagkkhtrct,nwpoyyjj,7.9,-4.17,2014-09-17T17:45:53Z
true,true,-0.365253,-0.936979,178020766.784988,2740705984695.453125,370,849,rnxkwhf,daktoid,4.1,-5.29,2014-09-17T17:46:53Z
true,false,-1.282986,-0.336933,2040521.298802,12.763105,340,144,ntwjzzkerbhb,lxtufvbppolz,6.5,-8.78,2014-09-17T17:47:53Z
true,false,-0.141749,0.718682,41.486309,70249337181.778564,4244,717,ajgtkmt,tjioumsjif,0.8,0.54,2014-09-17T17:48:53Z
false,false,-2.465351,-0.592653,84385.116831,33.337620,1,818,vpyjjkumfbd,vnvcjlbvkdi,1.4,6.74,2014-09-17T17:49:53Z
true,false,1.242933,-1.988441,2333609.991087,7775.885239,31800,883,qhtnomuyzexx,wffjrxnhsav,1.0,-1.87,2014-09-17T17:50:53Z
true,true,0.516236,-1.254567,119503956.389416,9.759569,282,414,xytugvwng,wcwes,1.2,-3.01,2014-09-17T17:51:53Z
false,false,0.289676,0.077759,118303287.716249,3.609939,13,34,koksztybypbz,nwyubtgwrqt,4.2,9.12,2014-09-17T17:52:53Z
false,false,-0.828636,0.344727,78867449.659910,2228966936.086414,45,455,eptogknliyd,ryhvdbyfwsj,8.5,9.24,2014-09-17T17:53:53Z
false,true,1.886137,1.223014,10005.170282,1950811226746417251052593085519777034654599695911074087829504.000000,764,296,gmklfbxfqdlq,cawzjpvev,3.2,-5.40,2014-09-17T17:54:53Z
true,false,-0.476829,0.291184,2648972.228393,7.280697,8,76,xmxyxtnwxhrc,anqp,6.5,-5.70,2014-09-17T17:55:53Z
false,true,-0.006234,-0.945604,1.519028,456800432953832428328858591955281165680020534934162636800.000000,16731,746,axownqwxkuno,dnc,2.5,-5.23,2014-09-17T17:56:53Z
false,false,-0.059064,1.078320,7316.828019,6968272056.004788,10946,766,hgl,nluzccekor,6.7,-4.50,2014-09-17T17:57:53Z
true,false,-0.285815,-0.082374,63821243.660560,1411299039466890330697811604776419328.000000,117,918,fyr,iyqqlmk,8.6,2.50,2014-09-17T17:58:53Z
false,false,1.147316,-0.137885,715.604011,10.586628,10,118,itwqzmqtwf,htnfpilqvk,5.3,7.94,2014-09-17T17:59:53Z
false,true,0.675767,-0.677399,49540490.856056,3.860517,1487,541,fytvwztebpcn,oqzfcehblnw,4.4,-0.68,2014-09-17T18:00:53Z
true,true,-0.484909,-0.432454,822043.034528,44828216078334295834010294041851199488.000000,7638,766,mkllyowwelgs,gles,9.5,6.03,2014-09-17T18:01:53Z
false,true,-0.125826,-0.611820,148881148.435088,223.017436,116619,36,nufvko,uzmckudt,2.7,-3.83,2014-09-17T18:02:53Z
true,false,2.062582,-1.072809,1.844514,182655171.132929,5,150,glylftpy,qoikandkzhp,6.8,8.93,2014-09-17T18:03:53Z
true,false,0.171528,0.035537,144463226.889022,12.194725,17381,672,cff,ouligmov,0.5,9.82,2014-09-17T18:04:53Z
false,true,-0.622344,0.635717,2193012.394231,17650636789096264587280384.000000,27421,92,gdjlhmf,rimo,7.2,7.35,2014-09-17T18:05:53Z
true,true,-0.204905,-1.419771,144824455.088972,106653645863928815418610756885064835605206426543487713280.000000,5126,210,rpoowzazdt,nfjbaxcusx,7.6,-9.81,2014-09-17T18:06:53Z
true,true,0.616635,-0.899458,1815005.108700,6.362096,1361,584,rchgb,aedoj,3.2,7.76,2014-09-17T18:07:53Z
false,false,2.466261,0.756108,159.460064,21.830988,2893,394,txwwmltkm,rmzghzvxkl,3.7,-3.38,2014-09-17T18:08:53Z
false,true,1.517000,0.714845,3232.393510,795449547.029397,95,911,vnoybqznift,lqjarkjpqe,3.6,-6.60,2014-09-17T18:09:53Z
true,false,-0.260480,0.239486,1.068571,6.023147,15302,996,wtpwvx,rpnkgg,5.2,-1.13,2014-09-17T18:10:53Z
false,false,-0.949796,-0.136725,7719.838442,55579.278359,5,16,ueurbmj,lixqf,4.8,0.29,2014-09-17T18:11:53Z
false,false,-0.240089,0.525284,14.117380,10.804347,3,669,ecm,utz,7.6,5.72,2014-09-17T18:12:53Z
false,false,-0.040809,0.549229,14117.459640,19342998846244660856225792.000000,23875,446,mfjg,ciqphieui,2.2,9.40,2014-09-17T18:13:53Z
false,false,1.526377,1.937703,11.256154,1121897293939057.500000,89,505,emayshtlg,aycagivzv,3.0,5.33,2014-09-17T18:14:53Z
false,false,1.641186,-1.066078,19611869.153391,374278.894640,1,913,nfsmkuvoskmd,ojkt,9.0,-4.62,2014-09-17T18:15:53Z
false,false,0.894595,2.141319,35.557098,1358655954.873212,69,466,qeohsyczi,dzik,6.6,-0.38,2014-09-17T18:16:53Z
false,true,-0.199212,0.944666,362.933023,45970791450337066044358656.000000,4266,815,spsqrpji,lczkh,7.8,-0.05,2014-09-17T18:17:53Z
true,false,0.349382,1.674860,1168.136858,82219.031281,141170,317,ippkzaq,iyrua,0.9,-7.55,2014-09-17T18:18:53Z
true,true,-0.643437,1.880124,187048.450278,184639849246938.593750,1432,240,mslzcxwvimgr,ayupnchhel,7.6,0.39,2014-09-17T18:19:53Z
false,true,0.876781,0.521584,1955377.793032,334952755640326.562500,2126,687,zeiisuikkb,mchb,4.0,-6.68,2014-09-17T18:20:53Z
false,true,1.462456,-2.091694,14862.767151,3.488348,89193,965,dxdfxjol,wrmgqbcakf,0.6,-1.65,2014-09-17T18:21:53Z
true,false,-1.071354,1.188351,2035.740084,3.332174,187,217,hfcihgg,hldspaq,8.9,9.12,2014-09-17T18:22:53Z
false,true,-1.332730,-0.759128,107.755538,6974848592667942952143683584.000000,65,608,lqkyp,tbcovfgne,9.6,-2.86,2014-09-17T18:23:53Z
false,false,0.119513,0.237003,161213089.648506,1171094508528672093554476801283600678912.000000,2,527,zhqln,qyij,9.8,5.99,2014-09-17T18:24:53Z
false,true,-0.302398,-0.341845,363344.008663,436.556810,35,466,fodkcpnrpq,sgk,7.5,-3.81,2014-09-17T18:25:53Z
true,true,-0.141679,1.909323,587.333944,29386395206579999458267840688075514044224372915629490962432.000000,62577,735,doy,vxj,5.4,-1.66,2014-09-17T18:26:53Z
false,true,-0.219068,0.879985,298963320.182999,2750.789552,152,948,oqcz,qpzhsoufzj,8.8,8.09,2014-09-17T18:27:53Z
false,true,0.138880,1.125169,17812.228147,788.305055,10,12,pxhfkmd,oigbvohagb,6.6,-5.82,2014-09-17T18:28:53Z
false,false,-0.299948,1.295209,193300080.731204,7.932167,55265,324,avtf,awmysckfrag,6.4,5.66,2014-09-17T18:29:53Z
false,false,-0.740409,1.129773,219073.079436,48933.784175,16668,626,bgutbkeeuyia,jxztb,3.0,-1.54,2014-09-17T18:30:53Z
true,true,0.560948,1.509086,1164.538663,35092094210.515419,88447,918,euxgatytduxe,aaan,9.6,-1.95,2014-09-17T18:31:53Z
false,true,-0.764669,-0.126932,310706820.581344,169924871274645375942656.000000,3,156,yuecu,upgdkkvlagc,2.3,2.53,2014-09-17T18:32:53Z
false,false,-0.056017,-0.942204,2370732.293257,3883470882679893149089792.000000,127382,93,yifaur,bruvoyirn,4.0,1.32,2014-09-17T18:33:53Z
false,false,-0.272777,0.489513,119523.211286,5773.506042,72,869,lywhpy,yvml,0.8,-4.56,2014-09-17T18:34:53Z
true,true,-0.819099,0.289747,447068.556830,1133293833700768957066947592192.000000,22,589,xpex,shdopo,1.0,-0.73,2014-09-17T18:35:53Z
true,true,-0.196295,-2.986273,342805574.972669,6296.794094,121171,49,uwde,yuabkm,5.9,7.06,2014-09-17T18:36:53Z
true,false,0.897279,-1.679005,36893.728113,117628353825951536.000000,25,221,uegejzhioqty,jzv,9.3,-0.99,2014-09-17T18:37:53Z
false,false,-0.953892,-0.363104,35446.733610,39.840644,4416,649,hczlgsuzsiom,dbtwjyxjss,8.8,-0.52,2014-09-17T18:38:53Z
false,false,0.113442,-0.089718,140077.401889,10.535131,87185,954,blyapaoe,cabdwxfwev,1.6,-7.61,2014-09-17T18:39:53Z
true,true,-1.287650,-0.957295,522.770093,577.262096,722,554,mrlbrxlelc,ivkpvleyamm,7.5,9.25,2014-09-17T18:40:53Z
true,false,1.002079,1.189137,3.659294,908660295435970933694660608.000000,36391,84,icvautn,tfjmg,7.9,-4.05,2014-09-17T18:41:53Z
true,true,0.913748,1.679278,12.512236,22.757458,1163,758,vkrus,hcpyksqlpvyh,7.3,5.35,2014-09-17T18:42:53Z
true,false,-0.714069,-1.481488,6.381362,643543760531001.625000,42,91,nwustpk,ocfbxsa,1.0,-9.86,2014-09-17T18:43:53Z
false,true,-0.813601,0.768947,7641713.546819,12.211240,99208,382,dcrjzlbf,ngqwpmjup,9.2,5.50,2014-09-17T18:44:53Z
false,true,0.270513,-1.606029,247.279608,427.524023,1639,314,fhcokubvxe,qrs,4.4,5.33,2014-09-17T18:45:53Z
true,true,0.155104,0.566159,163962441.863695,19644145437364060160.000000,2772,884,frnieehgx,efewhjvnk,7.1,-1.45,2014-09-17T18:46:53Z
false,true,-1.008217,-0.296299,4408027.338375,18.062747,213,391,pcdribcpl,dsltcodm,8.6,0.21,2014-09-17T18:47:53Z
true,false,0.781633,0.345020,1339751.736691,17127.840042,7651,154,cvnpbsewcshs,zfqxryvp,9.1,-7.08,2014-09-17T18:48:53Z
false,false,0.040202,-0.538333,10.440120,724915938200653721583680780836569874432.000000,813,254,piwno,umwlbgqy,9.4,5.47,2014-09-17T18:49:53Z
true,false,0.208198,-0.858043,888.039276,429608967213494813176319603870256509866737664.000000,295,484,ssqav,yvsgi,9.9,2.79,2014-09-17T18:50:53Z
false,false,1.041858,1.494116,5547.149189,36755713624.120384,1122,613,yltuudrtlxyh,lualhht,4.4,9.47,2014-09-17T18:51:53Z
true,true,-0.568673,-0.614551,758566.859606,173.790874,492,86,belseh,swwauimeyztn,6.2,-5.05,2014-09-17T18:52:53Z
false,true,0.676492,-2.260603,16927.526081,7.501525,1265,633,oquxdky,zzwy,7.7,-8.62,2014-09-17T18:53:53Z
false,true,0.108781,0.941528,14133.522506,636866121960.536133,45,689,ggibil,fkdt,6.3,-6.77,2014-09-17T18:54:53Z
false,true,-1.618467,0.034700,2535949.080586,36757.244310,8,217,laclwoei,sgjzcpxrn,4.5,4.31,2014-09-17T18:55:53Z
false,true,1.811541,1.245662,5.698550,240.286052,14392,874,qwivlevycs,sra,3.6,-7.97,2014-09-17T18:56:53Z
true,true,-0.725762,0.657460,1.362936,49.493264,1213,898,zoy,uwragaufughb,8.9,9.45,2014-09-17T18:57:53Z
false,true,-1.056303,2.244500,3.362759,7.519008,2,511,jptwsa,hpfdqv,5.2,7.11,2014-09-17T18:58:53Z
false,true,0.258678,-0.409157,155658.519001,1334965.226977,160163,547,zyhgly,fiazxvpg,2.1,9.70,2014-09-17T18:59:53Z
true,false,0.027688,0.212304,17.589468,1920301625469912.750000,24,121,isfs,gzwygug,7.2,-6.29,2014-09-17T19:00:53Z
true,true,-2.100329,0.316340,4.839897,27.315011,4,821,woanwuq,jtlayuujg,0.8,-2.03,2014-09-17T19:01:53Z
false,true,1.562922,-0.192415,5791.309023,851126282790453248.000000,1,444,lfl,xxnkshmrc,0.2,-3.22,2014-09-17T19:02:53Z
false,false,0.625091,0.605547,26738.291871,850494213738.540649,40732,193,lqsczmf,pedi,6.8,-6.36,2014-09-17T19:03:53Z
false,false,1.384132,-0.480174,502909.879419,1628108557522377216.000000,1501,61,zbkshocpff,dskdel,6.0,7.92,2014-09-17T19:04:53Z
false,true,-0.371732,0.748762,448980485.530015,323520381852697734676480.000000,15737,746,omxa,cyphlej,1.2,2.00,2014-09-17T19:05:53Z
true,true,-0.002602,0.757538,8753184.116156,8042.405211,5680,823,vwhtxineouan,wkjuuraijg,4.7,4.94,2014-09-17T19:06:53Z
true,true,0.846959,0.176574,128275.578624,42683432319945694624534757376.000000,2,312,xjku,rgtkszga,4.5,-5.67,2014-09-17T19:07:53Z
true,true,1.196713,1.053819,9050823.077263,5.176792,58488,93,iltbchmwz,rsilse,4.6,6.75,2014-09-17T19:08:53Z
false,false,0.603595,1.711737,8671.383396,3.587137,19,298,wcxd,moiktjkqp,3.8,6.84,2014-09-17T19:09:53Z
false,false,-0.109702,0.498122,148043.363836,7668374.376241,176,753,selnyydxney,cfdvvytqwix,5.6,9.68,2014-09-17T19:10:53Z
true,false,-0.051619,0.220661,24653.224480,1384.329152,377,564,gtesstxpw,zzsebwjxgq,0.3,7.27,2014-09-17T19:11:53Z
true,false,1.098895,2.329133,160826.396187,16.572693,7,468,btwbkubmaxn,icqftjjryy,5.8,1.10,2014-09-17T19:12:53Z
false,true,-0.011743,-1.021084,107475925.241659,3949475086080562023838041900599755145216.000000,1,248,tlej,rwmxsawo,0.8,0.24,2014-09-17T19:13:53Z
false,false,-0.993961,0.551742,6103999.253050,26480500000121.828125,2384,577,nysykoelxi,quqrgrk,7.0,-3.04,2014-09-17T19:14:53Z
false,false,0.875421,-0.316041,1700904.697137,6896.048331,2804,517,dabsoqb,dju,1.0,-6.68,2014-09-17T19:15:53Z
false,false,0.122908,-1.078114,14097258.638422,38566123685135294527499313086464.000000,67,841,ystwwkw,swxhydf,9.0,4.40,2014-09-17T19:16:53Z
false,false,-0.621535,-1.512638,42845447.193807,36.197676,140,957,nbnuced,diwfvw,7.9,-6.44,2014-09-17T19:17:53Z
true,true,0.943078,1.310040,2.185679,5.762647,99,550,wjqm,qckh,3.4,1.31,2014-09-17T19:18:53Z
true,true,-0.450776,-0.453448,2225714.206399,2830673.194882,10,648,pnjkhyk,amtcpodko,0.6,9.83,2014-09-17T19:19:53Z
true,true,0.139605,-0.018398,3836.707648,12.782275,6307,385,nsq,jpylxkkv,8.3,5.89,2014-09-17T19:20:53Z
true,false,-0.187805,-1.499384,11872834.913056,43225168495.574303,3720,700,buo,loibaguylyx,1.2,-1.73,2014-09-17T19:21:53Z
true,true,1.446812,-0.226600,24.044292,48.147069,47,962,wxkgmbzlacjj,uyxrihywjqlx,8.2,0.25,2014-09-17T19:22:53Z
false,true,-0.838615,-0.668810,21148558.424022,72381.939602,9675,184,ztfugxrjyace,yqcf,6.5,-3.68,2014-09-17T19:23:53Z
false,true,-0.728100,-0.715145,1838431.351211,4610876539922553959988431097824280576.000000,7,384,sfyu,bdrzk,3.7,-7.56,2014-09-17T19:24:53Z
false,true,1.136759,-0.729452,115.064753,2104.941100,64,144,aoxgx,llmzfbefqkyr,0.5,-3.65,2014-09-17T19:25:53Z
false,true,-0.408877,-1.115795,5778.892322,12017332243754892801343488.000000,128,41,sefplt,mqixatfrgzzh,0.9,-4.19,2014-09-17T19:26:53Z
false,false,1.258725,0.881616,235843368.169889,145680491119150017612407050319626132090202965934080.000000,5953,560,mfn,wazm,4.0,-0.36,2014-09-17T19:27:53Z
true,true,1.392831,-0.508580,28313.349494,48877194376653356138496.000000,11922,98,bfmga,ymmghltrg,8.5,-5.58,2014-09-17T19:28:53Z
false,false,1.491183,0.029812,316255.802955,332000286706680744378368.000000,15493,917,lmhwg,payryqoxubg,1.8,9.95,2014-09-17T19:29:53Z
true,false,-1.010380,0.281547,610.851179,11.715535,785,293,hnynihtafakn,ddeqvh,5.8,7.63,2014-09-17T19:30:53Z
false,true,1.212355,-1.174417,131231.192592,4.006719,1037,111,nou,xcuowqj,6.7,-5.78,2014-09-17T19:31:53Z
true,true,-0.222402,-0.759441,299.599458,216564812704.686676,40,889,pseqp,xkx,4.8,7.09,2014-09-17T19:32:53Z
false,false,0.811576,-0.626844,121.903990,197.387877,5671,193,hig,tzuk,8.3,-8.00,2014-09-17T19:33:53Z
true,false,-0.565447,-0.584533,48444405.700579,40551920976568214584204223789337149440.000000,4127,793,hgsrpbka,lnkkvfixawrk,8.6,0.13,2014-09-17T19:34:53Z
false,true,0.478565,-0.098483,1.957989,7.007769,16948,99,wstwcksucst,potfe,7.1,1.88,2014-09-17T19:35:53Z
false,false,-0.454656,-0.154743,12169.532928,34394160772612.085938,30851,755,rlxeogjxq,qtkwvncajdky,9.3,7.88,2014-09-17T19:36:53Z
true,false,-0.643648,0.974928,1812222.750172,78.421003,16,917,eibcaowmmnou,cbjwifzosgfn,3.4,2.80,2014-09-17T19:37:53Z
false,true,0.450591,1.965775,26116.961816,19.578087,13,192,lmktr,qmkqgxcpnk,8.6,1.53,2014-09-17T19:38:53Z
true,true,-1.021739,-2.277881,1485.518320,4.407849,124277,566,stzwoxgrbx,hlk,1.5,7.70,2014-09-17T19:39:53Z
true,true,-0.603765,-0.565512,86026.444763,34.174291,328,939,risqdbxb,ebskkimid,0.9,9.19,2014-09-17T19:40:53Z
false,false,-0.150591,0.766012,26.318247,8476142.556943,2,863,yqixaavbg,bwpzeq,9.1,0.00,2014-09-17T19:41:53Z
true,true,-1.265415,0.051896,37353.777732,3.428829,132486,145,ruhyxgwppmbr,vnsx,8.1,9.92,2014-09-17T19:42:53Z
true,false,1.571816,-1.703602,42.324379,5.583760,453,245,xlwwoz,aioarvejrj,3.2,4.90,2014-09-17T19:43:53Z
false,true,0.514209,0.149248,1751063.671856,10668566985.968300,21,690,nizyzir,arydubl,5.5,1.37,2014-09-17T19:44:53Z
true,true,0.989262,0.135017,1764673.869605,8464546521485261449602418174172197651197460480.000000,8,131,uhle,tixkzhmz,7.1,-3.55,2014-09-17T19:45:53Z
true,true,-1.193340,0.503261,3967709.870337,12868703611.472437,3720,173,naxnsfqb,mafaraoltpw,5.3,-3.75,2014-09-17T19:46:53Z
false,true,-0.428627,-1.302587,808888.851970,3256551165132315608219648.000000,22,552,zvntt,edi,1.2,4.68,2014-09-17T19:47:53Z
true,true,-0.900466,0.688387,15.026575,10397677545424062464.000000,93022,134,evay,ehgpnvolau,3.0,-2.39,2014-09-17T19:48:53Z
false,true,0.511208,0.152980,214007992.158326,1418853620824858624.000000,33860,993,nzke,ctstjvtwrkth,2.6,-7.67,2014-09-17T19:49:53Z
false,false,1.524037,-0.353965,4955437.949173,506136434864666.062500,54255,957,adusj,oyxqmrb,8.7,2.30,2014-09-17T19:50:53Z
false,true,-0.410824,0.329382,4.110073,297371.644209,18,293,ifdmwh,jnvlkgjlp,0.4,5.80,2014-09-17T19:51:53Z
true,false,0.288677,0.744961,14150411.055165,105030.227776,17386,304,tcpix,nskzgrwwf,0.6,-3.54,2014-09-17T19:52:53Z
true,true,0.635962,1.752178,61628.043316,13668686.754010,177,144,gbkuy,cowrplmhf,6.4,-5.13,2014-09-17T19:53:53Z
false,true,-1.488421,0.220672,172.405168,178004239966873254855687581691357809663060631713561536626688.000000,2020,654,sfkttgiz,rqmgswfcg,5.4,2.40,2014-09-17T19:54:53Z
false,true,-1.509922,-0.171817,102420.459589,3.277253,127210,850,sobbi,usgrmsprxs,5.3,2.36,2014-09-17T19:55:53Z
true,true,0.917424,-2.181049,1.717934,6.460021,29489,413,tqss,kbcgznutccrz,8.6,-5.06,2014-09-17T19:56:53Z
